,post_time,title,content,label
875,2021-01-11,[標的] 海運三雄,1. 標的：海運三雄    長榮2603，陽明2609，萬海2615 2.分類：多 3. 分析/正文： （1）台股根本不會跌，今天GG跟大盤最後都漲回 （2）數字面，海運三雄營收漂亮 （3）籌碼面，老王說不重要 （4）技術面，站回5日線，轉多頭 （5）實力面，499大決連發 4. 進退場機制： 長榮2603，42.65撿10張，35停損，70停利 陽明2609，處置股不想碰 萬海2615，49.5撿5張，40停損，80停利 ,跌
876,2021-01-11,[標的] 長榮-中長期多多多,1. 標的：2603長榮  2. 分類：多  3. 分析/正文：  疫情嚴峻且看不到盡頭  世界各種需求不會減少  缺櫃缺工各種連環扣  運價上去本來就正常  你不海運難道你要空運?(空運其實也是看好)  而且很多東西就是只能海運  你都不運  難道各國各類東西全部都可自給自足?  台灣海運王者長榮  世界排名第七名  佔全球運量超過5%以上  現在股價低估了  世界前十名的海運公司現在有在跌嗎?  沒有嘛~長期就是多   4. 進退場機制：(非長期投資者，必須有停損機制。請益免填)  停利65  停損38             附上韭菜對帳單拜託不要空我  https://i.imgur.com/kEkhZgz.jpg  -- ,跌
877,2021-01-11,[其他] 陽明營收*年增35.19%,"------------------------------------------------------------------------- 1.發文前請先詳閱[其他]分類發文規範，未依規範發文將受處份。 ----------------------------按ctrl+y可刪除以上內容。---------------------  https://mops.twse.com.tw/mops/web/t51sb10 陽明 本資料由　(上市公司) 陽明　公司提供 民國109年12月   單位：新台幣仟元  項目    營業收入淨額 本月      16,867,489 去年同期          12,476,858 增減金額          4,390,631 增減百分比        35.19 本年累計          151,883,745 去年累計          149,257,179 增減金額          2,626,566 增減百分比        1.76 備註/營收變化原因說明  心得:感覺普通 還是買長榮 XD  ",跌
878,2021-01-11,[請益] 長榮還可以上船嗎?,"朋友的妹妹上禮拜發年終,       結果一進場過兩天馬上大跌,       雖然現在有點漲回來,       但朋友的妹妹還是有點害怕,       大家覺得朋友的妹妹該不該繼續搭船尋找大秘寶之旅呢?  -- ",跌
879,2021-01-11,Re: [請益] 這次航運大洗船散戶怎麼應對？, 各位散戶、各位水手、各位討海人！  身為同樣握有船票的小小散戶，我不知道大家在怕什麼  這次的航運股飆漲，大家都知道原因是需求大增，供給停滯，以風險來看，不外乎以下：  一、需求減少的風險： 1.目前的普遍共識，2021年經濟的成長力道會超過2020，而且之前到處封城，現在許多產 業都面臨缺貨的狀態，需求跟去年比起來只會有增無減。 2.另外就是運費高到廠商不願意承受，這就要隨時留意運費報價的漲跌，若漲不上去，代 表獲利最好的月份已過，可能要考慮出場，但目前尚未發生啊，發生再說嘛。  二、供給增加的風險： 1.歐美立刻擺脫疫情影響，貨運行業馬上恢復營運：但目前每天增加的確診數依然極高， 近期看不到這種可能。 2.造船增加運力：造船要很久，過去航運景氣不好，沒有太多船投入，而且2023年以後， 船要符合二氧化碳減排的規定，但相關細節未定，不敢大舉造船  以上都是整理自新聞訊息，以及過去版上各位所提供的資料，我想大家都知道  大家只是在害怕，害怕航運是景氣循環股，害怕變成最後一隻老鼠，被凍死在大海上  沒錯，崩跌遲早會發生，但是是現在嗎？  有人說長榮、陽明已經差不多來到過去反轉的壓力區，但這波運力短缺情況也是歷史少見 ，且報價依然持續往上，這波行情能走多遠誰曉得，難道不能突破過去幾次的高點？  有人說外資、投信都在大賣，籌碼渙散。但法人就一定是對的嗎？前幾篇宏遠的報告也說 了：「很多法人機構沒有配置研究員以及沒有深入研究，當然還有更多人不相信，因而使 得目前三大法人持股貨櫃航運股相對於電子股來說是非常偏低，未來加碼空間還很大。」  航運股的這波行情的確是靠散戶撐起來的，但那又怎樣？  各位散戶啊，我們還要被欺凌多久？大家都說散戶是反指標，笑我們韭菜，跟散戶對做勝 率百分百  但是他們錯了！他們錯了！  因為這次站在我們散戶身邊的，叫趨勢。當趨勢站在散戶這邊時，螞蟻也能扳倒大象。  航運業遭逢數十年來未有的巨大震盪，大家都是歷史的參與者。散戶的舢舨雖小，集結起 來就是一艘歷史巨艦，未必不能打穿法人的航空母艦；各位願意出海與法人拚搏的討海人 們，我們都足以自豪一輩子。  就是現在了，我們散戶，要在這大海上，與法人一決死戰，把外資、投信，打到連他們媽 媽都認不出來，跪下來跟我們磕頭、認錯。  成功，不是你所站的位置，而是你要去的方向，請各位船員握緊手中的船票，我們一定會 航向偉大的航道，共勉之     -- ,跌
880,2021-01-11,Re: [請益] 這次航運大洗船散戶怎麼應對？,"大印鈔的時代 過去的經驗就讓他過去吧  https://news.ltn.com.tw/news/life/breakingnews/1259770  有錢人沒在管你運費漲價 有東西比較重要  想到上周說澳洲降價股價就大跌就真的很好笑  這波漲的不是歐美線嗎?  FBX(應該是) 也都還在漲 上海報價也都還在漲  澳洲降價14美金然後就嚇死了(?  以下全部都是長榮權證  12月底再飆的時候還有其他權證一天+90%...  https://imgur.com/vloJIST  https://imgur.com/NCPHzdg  https://imgur.com/G4HNLwa  https://imgur.com/3FKo4FA  有其他標的想轉換所以早上全部都出清了  總持有天數五個工作天  另外還有四張現股43.45進 44.35出就不貼了  我自己是看好2603營收體質什麼都比較完善  2603去年估計賺4.5-5,今年估計賺5-7 不要說明年了  現在一堆雜魚本益比20 30 都有 真的不會貴啊  唯一缺點就是股本太大吧  -- ",跌
881,2021-01-11,[請益] 成交量影響很大嗎？,各位股王股后 小的剛加入股市第三個交易日 靠著長榮小贏個9%報酬  眾所皆知 長榮成交量極大 漲跌波動也不小 所以短線操作非常合適 一翻兩瞪眼  問題來了 我目前下船了 撇除再次上船 或搭另一艘船  由於我的資金有限 目前標的放在1-2週可脫手的股票 那我該如何選擇？ 是看成交量嗎？被市場關注程度 這樣會比較容易浮動股價嗎？  -- ,跌
882,2021-01-11,[其他] 110年01月11日信用交易統計,"110年01月11日信用交易統計  項目            買進       賣出       現金(券)償還  前日餘額     今日餘額 融資(交易單位)  566,054    481,644    4,011         8,801,350    8,881,749 融券(交易單位)  32,946     44,108     5,921         1,103,821    1,109,062 融資金額(仟元)  16,521,861 14,411,760 134,865       192,769,708  194,744,944  https://i.imgur.com/C349GW2.jpg  資增   19.75   億 券增   5,241   張 ================================= 00632R元大台灣50反1 資增   4,786   張 券減      30   張  00677U富邦VIX 資增   1,226   張 券增   3,870   張 ================================= 2303聯電 資增  25,395   張 券增   1,323   張  2603長榮 資增   6,018   張 券增   2,464   張 ================================= 櫃買信用交易統計  資增    2.59   億 券增     402   張  -- ",跌
883,2021-01-11,Re: [請益] 這次航運大洗船散戶怎麼應對？,刪光請見諒。  航運股就是機會股而已，為什麼要說服自己這隻運費漲價的股票，是基本面整個好轉？  目前就是跟口罩股、防疫股一樣的看法啊，不要在跟股票談戀愛啦，技術很強嗎？不能被 取代？怎麼看長榮就算漲到100不會變成台積電。  沒錯我上船了，但現在發現自己上的是賭船。 沒什麼想法，只希望別當最後一根韭菜。  -- ,跌
884,2021-01-12,Re: [新聞] 北部某醫院疑收「關島患者」防護不當造,https://reurl.cc/Kx67Nm  之前新聞 中國醫藥大學附醫不在北部 另一間義大也不在北部  麻煩覺的要崩的明天倒貨長榮讓我撿船票 謝謝   ,跌
885,2021-01-12,Re: [其他] 長榮 12月營收,先知總是孤獨的 一切的一切總是預告再前 已經提醒大家了 昨天沒跑得還跑去加碼的 幫QQ 目前打到跌停 還有 99 2609...根本跑不掉了  -- ,跌
886,2021-01-12,Re: [標的] 長榮-中長期多多多,今天賣壓沉重，法人開始大殺四方 各位航海王手上船票要繼續抱下去？ 建議大家該下船還是得下船 現在電動車、車用股已經開始發酵 選其他標的投資吧  -- ,跌
887,2021-01-12,[新聞] 長榮（2603）開盤即走低 股價下滑 2.15,"1.原文連結： https://money.udn.com/money/story/12509/5166989  2.原文內容： 長榮（2603）開盤即走低 股價下滑 2.15元報價40.5元  長榮（2603）12日09點17分股價下跌2.15元，跌幅5.04%，盤中報價40.5元，成交張數1張 ，成交總量123,864張。  3.心得/評論： 新聞騙人進場，明明昨天一堆報導還說股價只到半山腰，現在居然快要跌停了  -- ",跌
888,2021-01-12,Re: [標的] 2603長榮 做多但看空, 解釋一下 是昨天那位置我覺得可以多 所以我做多買進270股 不過我覺得自己是反指標 所以上來提醒大家我雖然做多 但在買進的當下我已經看空  然後 剛剛在破10日線時果然吃損 https://i.imgur.com/YfG61iO.jpg  散戶航運一日遊下台一鞠躬  -- ,跌
889,2021-01-12,[標的] 萬海2615,1. 標的：2615萬海  2. 分類：多  3. 分析/正文： 太久沒寫股票標的文了 來分享一下萬海 今天陽明跟長榮開盤後迅速下跌 唯有老大哥比較抗跌 加上之後有不錯的消息面 今早開盤後就先購入萬海  4. 進退場機制： 47.5購入十張 70元退場 https://i.imgur.com/5u8Kxjy.jpg   -- ,跌
890,2021-01-12,[標的] 萬海2615 真材實料多,1. 標的：      2615萬海  2. 分類：多  3. 分析/正文： 航運三雄營收陸續公布 帳面上由萬海yoy 75%奪冠 確實近期真的新聞太多散戶太多 不過我認為航運三雄近期還有波段能玩 且今天萬海最抗跌 早上長榮全轉萬海了  4. 進退場機制：s 停損45 停利55 https://i.imgur.com/qFzUqZp.jpg ,跌
891,2021-01-12,Re: [標的] 長榮-中長期多多多, 板上有人被連巴兩次嗎?  46 慘摔被巴一次  營收發表前券商硬拉以為要走下一波漲勢  又被巴一次  被巴兩次的今天還會進場等著被巴第三次嗎?  之前就提到籌碼根本沒在演就是 倒倒倒 非常倒  至於合理股價本夢比就不提了  最起碼換算作夢後的目標價潛在獲利跟沒有支撐的可能損失  這做夢成本不會讓人想買進  半導體 封測 車電 IC 板卡 甚至資產股都比這支有夢  為什麼要執著在魚尾?  -- ,跌
892,2021-01-12,Re: [標的] 長榮-中長期多多多,看最近大家在海運股搶帽子……  陽明成本6塊左右， 萬海成本16塊左右 陽明16塊左右被洗出場， 萬海抱到現在。  重點在 未來趨勢將帶來優質的報酬 不能成為C，當個A也好過B， 目前看起來B是最多的……  投資人 A，6塊～16塊 B，16塊～32塊 C，6塊～32塊  既然A好過B， 那麼海運股有甚麼好留戀的…… 萬海留著沒賣， 只為了， 強化心態實踐厚尾， 讓自己心裡沒有損益。  還在不在海運股奮鬥不重要， 重要的是你佈局未來了嗎～    -- ,跌
893,2021-01-12,[新聞] 《熱門族群》外資喊高長榮目標價 航運股,"https://reurl.cc/ralzWr  《熱門族群》外資喊高長榮目標價 航運股戰前高  【時報-台北電】航運三雄近期走勢有如「海盜船」，貨櫃三雄長榮（2603）、陽明（260 9）、萬海（2615）上周連三日下挫，投信2021年元月來持續站在賣方，大賣長榮37,208 張、陽明12,677張、萬海13,793張，惟外資上周卻上演「你丟我撿」戲碼，帶動航運股8 日盤中止跌上揚，儘管11日再度轉賣，貨櫃三雄股價仍續強，漲幅皆逾3％。  2020年底以來台股的明星族群航運股，股價11日在貨櫃三雄長榮、陽明及萬海上漲5.83％ 、4.58％及3.92％，連帶中低價位的散裝航運股亦受惠，中航、慧洋-KY雙雙亮檔漲停， 新興、裕民及台航漲幅則落在3～6％間。  貨櫃三雄2020年第四季營收、獲利表現亮眼，長榮12月營收衝上245.8億元，月增24.7％ 、年增58.81％，再締新猷；更推升全年營收高達2,072.83 億元，全年營收首度突破2千 億元大關。亞系外資重申長榮「買進」評等，更將其目標價由35元調升至52元，距離目前 股價的42.65元，仍有逾20％上漲空間。  北美航線航運每日報價系統顯示，遠東至美西每40呎標準貨櫃（FEU）價格8日收4,263美 元；遠東至美東則漲至5,862美元，再創新天價。而貨櫃海運周報價，上海出口至歐洲基 本港市場運價每20呎標準貨櫃（TEU）達4,452美元，上漲8.8％。法人預估，歐美線運價 飛漲，專營美國、歐洲線的長榮、陽明2021年1～2月營收可望高檔不墜，全年獲利將更勝 2020年。  宏遠投顧副總經理陳國清指出，貨櫃航運股2020年下半年起獲利大成長，大幅超越其他產 業。目前陽明、長榮、萬海股價僅20～40多元，即便自去年初以來股價已紛紛大漲2～3倍 。不過，因獲利大幅成長、本益比仍偏低，預期將可望奠定其傳產股強勢地位。（新聞來 源：工商時報─記者鄭郁平／台北報導）  心得: 利多出盡! 前方風浪洶湧，法人持續超賣 今天股價果然崩崩崩!  水手們差不多可以了啦 見好就收，耗子尾汁!  -- ",跌
894,2021-01-12,Re: [新聞] 《熱門族群》外資喊高長榮目標價 航運股,個人看法  大盤多頭格局不變  長榮基本面沒有轉壞  拉回就是買點  今天這波一半都是當沖的  12月營收比11月大增20幾%  預計旺到第二季  根本送分題，無腦多！  以12月eps推算再打三折，今年本益比在保守目標價都在60以上  停利：60 停損：30(不可能   -- ,跌
895,2021-01-12,Re: [新聞] 《熱門族群》外資喊高長榮目標價 航運股, 大戶調節持股比例 （航運漲太多，持股比例上升需賣掉） 散戶不敢追高  短期盤整，長期回到基本面（20） 呈現緩慢下跌趨勢  航運就給別人玩，不追了  停利：無 停損：35  -- ,跌
896,2021-01-12,[新聞] 外資高喊長榮52元 法人：只漲到半山腰,1.原文連結：https://reurl.cc/9ZEzDn  2.原文內容：  海運價格持續調漲，長榮（2603）、陽明（2609）及萬海（2615）股價從去年Q4起一路領 軍狂飆，漲勢凌厲，相關類股也成為買盤焦點，紛紛走出一大段漲幅，而貨運三雄上周一 度同步出現下殺重挫走勢，股價高檔拉回，不過在外資報告力挺長榮調升目標價，以及歐 洲線缺櫃、缺船仍無解的情況下，今日股價迷途知返，回測10日均線後收下引線，終場收 紅。  今年缺櫃、缺船以及塞港等問題未解，歐洲線運價反彈走揚，前十大貨櫃航運公司也相繼 宣布全球各航線貨櫃航運漲價計畫，替對主要經營歐洲線的長榮、陽明股價注入一劑強心 針。  外資滙豐證券則指出，2021年貨櫃運輸的利潤將超過去年，是有史以來最好的1年，建議 買進中遠海運（COSCO）、馬士基（Maersk）、海豐（SITC）等公司、長榮（2603）等公 司，並將長榮目標價從35元一口氣調升到52元，並重申「買進」評等。  宏遠投顧則認為，長榮去年 12 月合併營收衝上245.8億元，月增 24.7％、年增58.81％ ，再次創下單月新高紀錄，可從上海出口集裝箱運價指數（Shanghai Containerized Freight Index，SCFI）預期延長J蘖3軉  3.心得/評論：  請問大家都上船了嗎??  今天用跌停來洗盤 有被騙船票嗎??  法人都說了 只漲到半山腰  源源不絕的韭菜 終有一天會把法人給輒爆  -- ,跌
897,2021-01-12,[標的] 二度放空 長榮, 昨日漢磊賣41.4(賣略早)，晶豪科賣64.1 今日放空長榮42  1. 標的：長榮 空 2. 分析/正文：     (1)近日大盤拉台積電，出貨其他股票跡象明顯，        不排除外資在出貨完畢後，將重砍台積電，大賺台指期貨空單的利潤，        故目前適合做空，不宜做多     (2)資金移出傳產，轉向電子的趨勢也非常明顯，        特別是航運股，被玩壞了，        外資投信一路倒貨，內資散戶逞匹夫之勇。     (3)我曾於30元關卡放空長榮失敗，停損出場，        40元關卡時機成熟，再次空襲，重返榮耀。     (4)長榮昨日營收利多公布，未見大漲，今日低走，反彈結束。        估明日將破底，下探月線，若失守將繼續下探季線。  3. 停利:站穩40 4. 未實現損益:    https://i.imgur.com/YHAnUpG.jpg  -- ,跌
898,2021-01-12,Re: [新聞] 外資高喊長榮52元 法人：只漲到半山腰,借用這篇文章 早上的文章被刪掉了  先知總是孤獨的 一切的一切總是預告再前  已經提醒大家了 昨天沒跑得還跑去加碼的 幫QQ https://i.imgur.com/ICEtycx.jpg 技術線型醜 兩大陰包兩小陽，這個陽是陽痿的陽...看不懂我也沒辦法了 收盤差點打到跌停(盤中有po文勸世...但還是遇到酸酸)  還有99 2609...根本跑不掉了(一度有讓你跑的機會，尾盤再鎖起來)  ps：千萬別砍在跌停、低點  有反彈記得要停損，不是給你加碼的  -- ,跌
899,2021-01-12,[閒聊] 2021/01/12 盤後閒聊,"台  股 15500.70  ▼56.60 (0.36%)  3696.01億 台指01 15493     ▼38    (0.24%)  174,168口 櫃買指   186.18  ▼2.71  (1.43%)   821.99億  台指期 自營商  -539 投信  -81 外資  +354 台指選 自營商 -6433 投信    0 外資 +1158  漲停家數(+10%) 31 跌停家數(-10%)  9 成交量排行 長榮、聯電、群創、富邦VIX、元大台灣50反1 成交值排行 台積電、聯電、長榮、鴻海、國巨  GG明天準備挑戰600，你各位手上門票買好了嗎？  還是跑去賣Ｇ求榮了？大航海時代，永遠有新的一批水手等上船，  話說，40T的水手好解套？還是597T的GG好解套勒？ ~線上等~  -- ",跌
900,2021-01-12,[標的] 長榮 農民曆多,1. 標的：     長榮2603  2. 分類：多  3. 分析/正文： https://i.imgur.com/E1ADWWm.jpg  依據農民曆指示: 明天 9-11點忌行船、求財，推測明日開低 11-13點，宜求財且良辰無忌，推測震盪走高 13點後，良辰無忌，推測收最高  各位當沖仔，推測明日開低走高收最高，還不當沖起來     4. 進退場機制： 明天開盤綠就進場 13點後退場，若要波段50退場  對帳單:救命啊被套了995 https://i.imgur.com/EyFzI4y.jpg   -- ,跌
901,2021-01-12,Re: [請益] 航運股到底在幹嘛？, 就是洗盤騙船票辣  散戶就是容易恐慌  都說還在漲價，美國方面八大航商也在申請漲價了  單看12月營收只比11月多20%(雖然11月月減 但是美國線一月起中國水利也開放也漲1000  所以一月還是可以期待辣，二月難說  總之，只看12月營收不准 這種要看未來的股票你看那種落後指標？  總之大家船票抓緊，蓋牌  長榮上看100萬海150  大家一起101喝咖啡！  -- ,跌
902,2021-01-12,[心得] 長榮今日必定融資大減,不要問我為什麼知道， 這不用看農民曆、不用學統計學， 一個禮拜內亮兩次燈， 水手以為搶十日線反彈很帥， 現在只能看誰跳水比較帥～  利多連發，法人目標價52-62都有人喊， 曾幾何時我也躲在推文裡面， 酸那些看衰航運股的人。 對不起我錯了。  依照我以往操作的特性， 通常我股票賣了之後一定反向噴出。 歡迎事後印證補推。  長榮不要再喊什麼60見， 見你的烏龜王八蛋， 如果真的60我就～  叫我 水手 Oh oh come on come on baby 長榮勾引我這招 卑鄙 Oh喊我 水手 Oh oh come on come on honey 我討厭你勝過Money  反正我今天跳水很帥， 有人看到嗎？         https://i.imgur.com/kymnxT8.jpg 嗚嗚嗚嗚，43塊追高被割韭菜惹～   -- ,跌
903,2021-01-12,[新聞] 貨櫃三雄不敵賣壓 陽明跌停、長榮挫逾9%,1.原文連結： https://money.udn.com/money/story/5612/5168607  2.原文內容： 貨櫃三雄不敵賣壓 陽明跌停、長榮挫逾9%  貨櫃三雄去年營收創新高，且運價持續上揚。不過陽明今天收在跌停價，長榮終場下挫逾 9%。法人分析，股價位階來到高檔，且籌碼面稍凌亂，投資人轉為觀望，致股價回檔修正 。  貨櫃三雄去年營收寫下新高，長榮去年營收突破2000億元關卡，至2072.82億元，較2019 年成長9%，陽明全年營收達1518.84億元，年增1.7%，萬海營收達822.65億元，年增12.7% 。  雖營收寫下新高，且運價續揚，不過貨櫃三雄今天股價表現疲弱，利多鈍化不漲，陽明吞 跌停，收25.7元，長榮下挫9.61%，收在38.55元，萬海下跌2.68%，收49.05元。  觀察外資動向，今天續賣長榮，共計1萬6425張，為賣超排行第2，外資也賣出萬海共2306 張。  華南投顧董事長儲祥生分析，今天上午傳出北部醫院疑有肺炎感染事件，台股靠台積電撐 盤，各個族群大多收黑，貨櫃三雄股價也走弱。  他說，由於航運類股融資比例升高，且頻頻寫下大量，籌碼稍凌亂；另外，目前股價已經 漲3至4倍，來到相對高檔，投資人轉為觀望，導致利多不漲。投資人應該將貨櫃航運視為 景氣循環股，得密切注意市況是否出現反轉。  3.心得/評論： 長榮這兩天大漲，原以為要反攻，結果又有一根大黑k 外資在長榮已經連續賣8天，投信賣7天。  -- ,跌
904,2021-01-12,[新聞] 缺櫃無解 運價不墜 貨櫃三雄1月營收續走,缺櫃無解 運價不墜 貨櫃三雄1月營收續走高  https://ec.ltn.com.tw/article/paper/1424973 2021/01/12 05:30  〔記者王憶紅／台北報導〕貨櫃海運市場價量齊揚，貨櫃三雄去年12月營收同步攻頂，皆 創歷史新高，更激勵去年全年營收亦寫下新高，貨櫃海運盛況百年來前所未有。市場人士 表示，在缺櫃問題無法有效解決下，運價可望持續不墜，貨櫃業者1月營收續高機率大。  盛況百年來前所未有 繼長榮（2603）去年12月營收創歷史新高後，陽明（2609）、萬海（2615）昨公布去年12 月營收也寫新高。陽明去年12月營收168.67億元，年增35.19％，累計去年營收1518.83億 元，同步創新高。  去年營收齊攻頂 萬海去年12月營收達116.08億元，不僅年增75.71％，更首度單月營收攻破百億元，創歷 史新高。萬海累計去年營收822.64億元，亦創歷史新高。 上週五公布營收的長榮，去年12月營收達245.8億元，年增達58.8％，創歷史新高；累計 全年度營收2072.8億元，年增9％，同樣創歷史新高。 貨櫃海運價格持續走高，上週五（8日）最新公布的運價報價續創歷史高點；其中，單週 的遠東到歐洲基本港運價每20呎櫃達4452美元，上漲8.8％，漲幅最高，遠東到地中海基 本港市場運價每20呎櫃4298美元，週漲0.3％。遠東到美西基本港市場運價每40呎櫃4019 美元，遠東到美東基本港市場運價4750美元，微升0.4％。  東南亞基本港運價943美元，較上週增加9美元，在運價走高帶動下，貨櫃三雄1月營收不 看淡。長榮海運美國線營收占比約40％、歐洲線約40％、亞洲線占比20％。陽明則歐洲線 占比達39％、美西線占比27％、美東12％、亞洲線22％。萬海亞洲線占比80％，美西線約 11％，南美線則約9％。   送分題，小小的震盪就受不了怎麼跟著船到達偉大的航道呢  長榮還在山腰而已上看70元  -- ,跌
905,2021-01-12,[其他] 110年01月12日信用交易統計,"110年01月12日信用交易統計  項目            買進       賣出       現金(券)償還  前日餘額     今日餘額 融資(交易單位)  546,634    684,711    5,884         8,881,743    8,737,782 融券(交易單位)  54,241     41,125     5,452         1,109,062    1,090,494 融資金額(仟元)  15,735,845 18,837,448 135,811       194,744,944  191,507,530  https://i.imgur.com/X1OTLRN.jpg  資減   32.37   億 券減  18,568   張 ================================= 00632R元大台灣50反1 資增  12,536   張 券增      51   張  00677U富邦VIX 資減   5,749   張 券增     424   張 ================================= 2303聯電 資減  10,445   張 券減   3,101   張  2603長榮 資減  34,460   張 券減   3,873   張 ================================= 櫃買信用交易統計  資減   13.96   億 券減   4,040   張  -- ",跌
927,2021-01-14,Re: [請益] 為何去年到今年多頭還有人賠錢,"因為不懂股票的可怕 因為都做短期的  長榮就是好案例 我也不知道還不會漲 跌了就賣 說不定到年底結算,又漲了 你又可以來po文了  去年台積電350 跌到300 板上一堆人喊畢業 這樣不就虧錢了  我有買一隻 泰碩 60塊錢漲到100塊錢 後來跌回去90 80 70 現在65左右 是沒虧啦,但也沒賺 白開心一場  另外就買一張某個鄉民推薦的 鄉民還推爆那篇文章,後來他就自刪了  就買一張看戲 從40塊錢現在跌到22塊錢 新盛力 哭  真的早知道就買一張台積電也爽    -- ",跌
928,2021-01-14,[請益] 今天的航運是???,各位投資朋友大家好  今天台北股市修正50左右中  然而航運族群可說是波濤洶湧  趴地許久的赤犬陽明漲停版中 青雉長榮黃猿萬海也大漲4%  但各位注意阿  現在運價漲 可不是因為像10年前終端需求漲大增阿  只是因為碼頭工人染疫的染疫 隔離的隔離  櫃子塞在碼頭沒人處理造成塞港而已啊!  (櫃場那麼空曠還那麼容易中鏢?)  對!!! 就是那麼容易 碼頭就是風大 病毒傳播更快  你萬海 不是很賺錢 陽明不是一個月賺一塊  怎麼昨天股價這樣 (靜默5秒給各位思考) ----------------------------------------------------------------  所以...今天突破各位認為是航運新VOGUE又來了嗎??? 還是拉起來給個位水手華麗落水用的???  個人是抱樂觀態度覺得118陽明出關還有戲唱 畢竟運價仍然居高https://fbx.freightos.com/ 海運公司確實賺錢https://imgur.com/CpCclIp 處置以來 法人還是買超居多的https://imgur.com/SZ5V2fo   附上超奈米NANO船票幾張https://imgur.com/iAEfNOL   -- ,跌
929,2021-01-14,[請益] 航運股跟台積兩者是不是要反著做？,如題  今天台g跌到593相比前幾天的勢頭台g  今天也跌了12元左右也不算少，而航運  股在台g漲的時候卻往往都會跌很慘像  昨天長榮還拉下一根大黑棒，但今天台g  跌卻換航運漲上來，陽明現在還在漲停階段  所以我說是不是看到台g漲就要航運就會跌，  台g跌航運就開始漲？  -- ,跌
930,2021-01-14,[標的] 2603 長榮 空,1. 標的： 2603 長榮  2. 分類：空  3. 分析/正文：  以籌碼面來看主力狂倒貨 以技術面來看一隻大黑棒吞兩隻小紅棒 以基本面來看 利多已出盡  上了賊船，下面就是大海 散戶跳海就是最佳空的時機  歡迎水手們來噓噓  4. 進退場機制： 停利：32 停損：45  -- ,跌
931,2021-01-14,[標的] 長榮,1. 標的：      2603 長榮  2. 分類：空  3. 分析/正文：  1. 基本面：利空出盡  2. 籌碼面：外資約還有20多萬ECB要賣，融資跟當沖客太多，40元以上冤魂太多都急著想下車  3. 技術面：反彈彈不回5日線  4. 其他：已和陽明慢慢脫勾，陽明快出關噴漲，航運會賣長榮買陽明  4. 進退場機制：停利：30元；停損：40元   ,跌
932,2021-01-14,[新聞] 大航海時代回來了？分析師：別高興太早！,1.原文連結：https://reurl.cc/MZvK2k  2.原文內容：  貨櫃船運運價自去年起不斷上漲，激勵貨櫃三雄長榮、陽明、萬海股價大漲。但近期三檔 個股股價在12月創高後都不敵賣壓，同步出現下殺重挫走勢，陽明甚至連吞了2根跌停板 ，所幸航運股今日揚帆再起，尤其陽明在回測月線後股價強彈，直奔亮燈漲停。  今日航運股表現轉穩，陽明雖然仍在處置期間，但漲勢銳不可擋，開高走高後一路飆至漲 停板，長榮、萬海在買盤資金追捧下，也表現相當強勢，走勢逐步墊高。  另外，貨櫃船運股基期轉高之後，由於大宗商品和波羅的海綜合運價指數（BDI）強彈， 讓市場資金開始轉進散裝航運類股受惠，裕民、中航、新興、四維航股價都有所表現。  不過分析師張大文認為，雖然今日航運股價走勢再次轉強，但仍位於反彈結構，對先前追 買在高點的投資人來說，依然尚未解套，後續仍要再繼續觀察，散戶也不能高興的太早， 航運族群短線漲多，不建議貿然追價。  而分析師李永年則說，貨櫃輪的營收、獲利沒有問題，基本面也良好，仍看好航運股後市 ，投資人可以觀察陽明處置結束後（1/18）的走勢強弱，若走勢強勁，表示股價將正面反 應運費的上漲；反之，如果走勢疲弱，就有利多出盡之嫌。  3.心得/評論：  航運基本麵太強 事實就擺在那裡  分析師說：散戶別高興太早 哈哈  那大概就是可以開始上船了  散戶水手上船了就別再被騙船票了  -- ,跌
